UID,Name,Position,Age,Club,Wage,Division,Minutes Played,Season,Total Number Of Seasons Stored,Average Rating,SABR Rating,Adjusted Rating,Adjusted SABR Rating,Rating Difference,Aerial Challenges Attempted per 90,Assists per 90,Blocks per 90,Chances Created per 90,Clearances per 90,Cross Completion %,Dribbles per 90,Expected Assists per 90,Expected Goals per 90,Goals per 90,Headers Won %,Interceptions per 90,Key Headers per 90,Key Passes per 90,Key Tackles per 90,Non-Penalty xG per 90,Open-Play Cross Completion %,Open-Play Key Passes per 90,Possession Lost per 90,Possession Won per 90,Pressures Attempted per 90,Pressures Completed per 90,Progressive Passes per 90,Shots Blocked per 90,Shots Outside Box per 90,Shots on Target per 90,Shots per 90,Tackles Won per 90
r-2002340686,James Sierakowski,Centre Back,25,Seattle,"£115,000 p/a",Major League Soccer,113,2045,2,6.8,0.18,6.6,0.2,-6.4,12.74,0.0,2.39,0.0,1.59,0.0,0.0,0.08,0.0,0.0,50.0,1.59,5.58,0.8,1.59,0.0,0.0,0.8,5.58,11.15,4.78,3.98,5.58,1.59,0.0,0.0,0.0,3.19
r-2002340686,James Sierakowski,Centre Back,26,Minnesota,"£115,000 p/a",Major League Soccer,180,2046,2,6.4,0.21,6.6,0.2,-6.4,9.0,0.0,0.5,0.0,2.5,0.0,0.0,0.0,0.06,0.0,44.0,1.0,0.5,0.0,0.0,0.06,0.0,0.0,6.0,8.0,1.0,0.5,3.5,0.5,0.0,0.0,0.5,0.5
r-2002340747,Nick Peterson,Centre Back,24,Vancouver,"£116,000 p/a",Major League Soccer,160,2045,2,6.7,0.17,3.35,0.08,-3.27,11.81,0.0,0.0,0.0,1.12,0.0,0.56,0.05,0.06,0.0,33.0,0.56,0.0,0.0,0.0,0.06,0.0,0.0,7.88,7.31,5.06,1.12,1.69,0.0,0.56,0.56,1.12,0.56
r-2002340747,Nick Peterson,Centre Back,25,Vancouver,"£78,000 p/a",Major League Soccer,0,2046,2,0.0,0.0,3.35,0.08,-3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002340494,Evin Tavernese,Centre Back,24,Atlanta United,"£78,000 p/a",Major League Soccer,90,2045,2,6.7,0.13,6.7,0.1,-6.6,6.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,67.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,7.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0
r-2002340494,Evin Tavernese,Centre Back,25,Atlanta United,"£78,000 p/a",Major League Soccer,56,2046,2,6.7,0.06,6.7,0.1,-6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002340473,Erick Girón,Centre Back,23,LA Galaxy,"£78,000 p/a",Major League Soccer,51,2045,1,6.6,0.07,6.6,0.07,-6.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002338614,Carlo Fisher,Centre Back,23,Colorado,"£145,000 p/a",Major League Soccer,31,2045,2,6.7,0.04,6.73,2.03,-4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002338614,Carlo Fisher,Centre Back,24,Colorado,"£145,000 p/a",Major League Soccer,2276,2046,2,6.76,4.02,6.73,2.03,-4.7,9.29,0.04,0.47,0.0,1.34,0.0,0.12,0.02,0.1,0.04,78.0,1.19,1.62,0.36,0.12,0.1,0.0,0.36,6.6,10.64,2.45,0.83,3.08,0.36,0.0,0.28,1.03,0.75
r-2002358271,Andrew Gilstrap,Centre Back,20,Charlotte FC,"£78,000 p/a",Major League Soccer,38,2045,1,6.5,0.0,6.5,0.0,-6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002358170,Tim Stanko,Centre Back,20,Nashville,"£78,000 p/a",Major League Soccer,4,2045,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002338337,Jacob Smith,Centre Back,23,Real Salt Lake,"£78,000 p/a",Major League Soccer,0,2045,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002338337,Jacob Smith,Centre Back,24,Real Salt Lake,"£78,000 p/a",Major League Soccer,0,2046,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002358142,Matt Calvert,Centre Back,21,Colorado,"£78,000 p/a",Major League Soccer,0,2045,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002338626,Steve Antley,Centre Back,23,Seattle,"£129,000 p/a",Major League Soccer,0,2045,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002340022,Kyle Hopkins,Centre Back,23,Atlanta United,"£78,000 p/a",Major League Soccer,0,2045,2,0.0,0.0,3.33,0.32,-3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002340022,Kyle Hopkins,Centre Back,24,Atlanta United,"£78,000 p/a",Major League Soccer,397,2046,2,6.66,0.63,3.33,0.32,-3.01,5.21,0.0,0.45,0.0,0.91,9.0,0.91,0.01,0.0,0.0,43.0,2.72,0.23,0.23,0.23,0.0,25.0,0.23,8.16,11.79,8.39,2.72,7.25,0.0,0.0,0.0,0.0,4.31
r-2002358043,Barry Brand,Centre Back,20,Real Salt Lake,"£78,000 p/a",Major League Soccer,0,2045,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002225688,Cheyne McDonald,Defensive Midfielder,27,Philadelphia,"£1,108,000 p/a",Major League Soccer,3082,2045,2,6.99,10.0,6.98,9.0,2.02,6.72,0.06,0.5,0.41,1.05,37.0,0.47,0.07,0.07,0.12,63.0,3.3,0.38,0.76,0.18,0.07,83.0,0.76,6.89,13.26,8.21,2.42,4.58,0.26,0.2,0.41,0.76,1.84
r-2002225688,Cheyne McDonald,Defensive Midfielder,28,Philadelphia,"£1,108,000 p/a",Major League Soccer,3285,2046,2,6.96,8.01,6.98,9.0,2.02,4.16,0.08,0.41,1.28,1.26,25.0,1.01,0.13,0.08,0.05,63.0,2.14,0.3,1.21,0.08,0.08,26.0,1.21,8.44,9.53,10.68,2.63,5.42,0.19,0.36,0.22,0.74,2.14
r-2002338118,Nana Gafaru,Defensive Midfielder,28,Atlanta United,"£231,000 p/a",Major League Soccer,3550,2045,2,6.95,9.59,6.98,6.21,-0.77,3.68,0.15,0.33,0.42,0.61,40.0,0.35,0.1,0.13,0.1,46.0,1.57,0.38,1.06,0.08,0.05,88.0,0.99,7.71,9.23,10.75,3.04,5.88,0.23,0.76,0.46,1.09,2.18
r-2002338118,Nana Gafaru,Defensive Midfielder,29,San Jose,"£231,000 p/a",Major League Soccer,1105,2046,2,7.02,2.83,6.98,6.21,-0.77,2.69,0.16,0.24,0.79,0.57,60.0,0.57,0.14,0.1,0.08,67.0,1.79,0.16,1.38,0.0,0.04,150.0,1.3,6.43,8.31,9.29,2.85,6.43,0.0,0.57,0.41,0.73,1.47
r-2002260147,Bruno Domecq,Defensive Midfielder,25,San Jose,"£242,000 p/a",Major League Soccer,3006,2045,2,7.07,9.52,7.12,8.93,1.81,3.71,0.06,0.15,0.71,0.87,21.0,1.05,0.09,0.07,0.03,69.0,2.96,0.33,0.99,0.03,0.07,23.0,0.99,7.81,11.41,11.8,2.96,7.04,0.06,0.48,0.24,0.78,2.37
r-2002260147,Bruno Domecq,Defensive Midfielder,26,San Jose,"£800,000 p/a",Major League Soccer,2841,2046,2,7.18,8.35,7.12,8.93,1.81,5.83,0.29,0.22,1.43,0.89,27.0,1.2,0.13,0.12,0.16,76.0,2.09,0.38,0.89,0.06,0.12,50.0,0.89,9.73,12.89,13.24,3.64,5.58,0.06,0.67,0.44,1.27,2.66
r-2002183105,Faisal Ghulam,Defensive Midfielder,29,New England,"£3,000,000 p/a",Major League Soccer,2926,2045,2,6.93,9.16,6.84,7.42,0.58,7.2,0.09,0.31,0.24,0.74,20.0,0.22,0.09,0.14,0.09,82.0,1.05,1.08,0.52,0.15,0.14,20.0,0.52,6.86,8.7,7.9,1.88,4.4,0.18,0.18,0.46,1.63,1.38
r-2002183105,Faisal Ghulam,Defensive Midfielder,31,New England,"£3,000,000 p/a",Major League Soccer,2557,2046,2,6.75,5.67,6.84,7.42,0.58,4.75,0.04,0.28,0.17,0.56,0.0,0.21,0.04,0.12,0.07,79.0,1.16,0.7,0.46,0.04,0.09,0.0,0.46,6.51,8.27,7.43,2.15,3.45,0.07,0.28,0.32,1.2,1.72
r-2002123199,George Harpas,Defensive Midfielder,35,Vancouver,"£2,772,000 p/a",Major League Soccer,2649,2045,2,6.89,9.08,6.91,7.76,0.85,7.47,0.14,0.27,1.11,0.61,40.0,0.54,0.21,0.2,0.03,68.0,1.63,0.51,1.33,0.1,0.2,50.0,1.33,11.65,9.82,9.68,2.65,5.78,0.14,0.51,0.44,1.77,2.14
r-2002123199,George Harpas,Defensive Midfielder,36,Vancouver,"£1,940,000 p/a",Major League Soccer,2501,2046,2,6.93,6.45,6.91,7.76,0.85,6.33,0.18,0.36,0.87,0.36,33.0,0.36,0.15,0.2,0.22,66.0,1.44,0.68,0.9,0.04,0.17,36.0,0.9,8.24,10.58,10.94,3.02,3.09,0.25,0.4,0.72,1.51,1.94
r-2002338181,Matthew Avila,Defensive Midfielder,28,Columbus,"£216,000 p/a",Major League Soccer,3211,2045,2,6.92,8.75,6.94,9.11,2.17,6.08,0.0,0.36,1.28,0.87,0.0,0.25,0.06,0.12,0.14,62.0,1.71,0.31,0.59,0.22,0.07,0.0,0.59,6.31,11.18,9.53,2.89,6.05,0.2,0.17,0.22,0.84,1.96
r-2002338181,Matthew Avila,Defensive Midfielder,29,Columbus,"£235,000 p/a",Major League Soccer,3239,2046,2,6.95,9.47,6.94,9.11,2.17,6.36,0.06,0.39,0.51,0.81,100.0,0.22,0.05,0.05,0.06,59.0,1.78,0.61,0.64,0.03,0.05,50.0,0.64,6.47,11.45,9.31,2.36,4.39,0.17,0.19,0.25,0.72,1.89
r-2002356016,Anne Peek,Defensive Midfielder,20,Toronto FC,"£331,000 p/a",Major League Soccer,3115,2045,2,6.99,8.65,6.91,7.6,0.69,3.0,0.14,0.38,1.58,0.66,38.0,0.95,0.15,0.08,0.03,51.0,2.22,0.2,1.24,0.09,0.08,45.0,1.24,6.96,9.07,11.67,3.18,5.87,0.17,0.66,0.52,1.13,1.65
r-2002356016,Anne Peek,Defensive Midfielder,21,Toronto FC,"£331,000 p/a",Major League Soccer,2596,2046,2,6.83,6.55,6.91,7.6,0.69,5.79,0.07,0.49,0.91,1.53,36.0,0.31,0.1,0.02,0.03,62.0,2.46,0.17,0.73,0.24,0.02,69.0,0.73,6.52,13.49,3.95,1.18,5.72,0.17,0.21,0.03,0.31,1.42
r-2002198143,Saleamlak Kebede,Defensive Midfielder,30,Chicago,"£360,000 p/a",Major League Soccer,3393,2045,2,6.72,8.64,6.69,5.98,-0.71,2.92,0.05,0.42,0.38,1.09,60.0,0.29,0.09,0.04,0.03,45.0,1.33,0.34,0.34,0.13,0.04,75.0,0.34,6.55,8.38,7.08,1.64,4.06,0.24,0.29,0.08,0.4,1.96
r-2002198143,Saleamlak Kebede,Defensive Midfielder,31,Minnesota,"£360,000 p/a",Major League Soccer,1738,2046,2,6.66,3.33,6.69,5.98,-0.71,4.3,0.0,0.62,0.0,0.93,30.0,0.47,0.04,0.05,0.0,40.0,2.59,0.1,0.62,0.1,0.05,31.0,0.62,5.59,9.99,8.54,2.38,2.07,0.41,0.16,0.1,0.41,2.02
r-2002339976,Alan Parker,Defensive Midfielder,27,Philadelphia,"£386,000 p/a",Major League Soccer,3109,2045,1,6.95,8.5,6.95,8.5,1.55,3.71,0.12,0.32,1.79,1.27,21.0,1.04,0.14,0.07,0.03,46.0,2.26,0.23,1.56,0.09,0.07,50.0,1.16,8.66,11.12,10.94,2.89,5.82,0.09,0.69,0.23,0.93,2.98
r-2002339694,Matheus Remião,Defensive Midfielder,28,NYCFC,"£249,000 p/a",Major League Soccer,3510,2045,2,6.93,8.48,6.96,7.5,0.54,2.9,0.15,0.51,0.82,0.95,36.0,0.54,0.1,0.06,0.08,42.0,1.44,0.18,0.82,0.05,0.06,68.0,0.82,6.95,7.92,10.41,2.97,5.15,0.23,0.51,0.18,0.64,2.44
r-2002339694,Matheus Remião,Central Midfielder,29,NYCFC,"£249,000 p/a",Major League Soccer,3002,2046,2,6.98,6.52,6.96,7.5,0.54,2.64,0.12,0.48,0.5,0.96,0.0,0.57,0.05,0.03,0.06,57.0,1.77,0.06,0.45,0.12,0.03,0.0,0.45,6.39,8.36,9.98,2.58,4.89,0.18,0.24,0.15,0.45,3.06
r-2002180681,Hicham El Omari,Defensive Midfielder,31,LAFC,"£2,860,000 p/a",Major League Soccer,3154,2045,2,6.89,8.42,6.9,7.68,0.78,4.11,0.03,0.43,0.18,0.74,20.0,1.06,0.09,0.11,0.03,51.0,2.63,0.23,0.77,0.09,0.11,21.0,0.77,7.02,10.27,11.44,3.14,4.28,0.17,0.8,0.37,1.34,2.31
r-2002180681,Hicham El Omari,Defensive Midfielder,32,LAFC,"£2,860,000 p/a",Major League Soccer,3200,2046,2,6.92,6.95,6.9,7.68,0.78,4.25,0.08,0.42,0.24,0.51,25.0,0.45,0.09,0.04,0.0,50.0,1.88,0.51,0.79,0.08,0.04,25.0,0.79,7.51,9.59,9.79,2.9,6.07,0.17,0.25,0.28,0.53,2.48
r-2002213728,Andri Freyr Baldvinsson,Defensive Midfielder,24,Atlanta United,"£704,000 p/a",Major League Soccer,2993,2045,1,6.8,8.35,6.8,8.35,1.55,3.01,0.03,0.36,0.16,0.51,41.0,0.87,0.06,0.07,0.06,52.0,1.68,0.15,1.08,0.03,0.07,27.0,0.87,8.63,8.93,11.82,3.34,5.02,0.03,0.72,0.3,0.99,1.77
r-2002213148,Maurice Henderson,Defensive Midfielder,29,Seattle,"£431,000 p/a",Major League Soccer,2919,2045,2,6.96,8.33,6.94,7.52,0.58,3.92,0.18,0.31,0.42,1.33,19.0,1.2,0.1,0.08,0.03,53.0,2.25,0.46,1.39,0.09,0.08,76.0,1.23,9.93,9.5,11.19,3.3,6.17,0.15,1.23,0.55,1.48,2.47
r-2002213148,Maurice Henderson,Defensive Midfielder,30,St. Louis CITY,"£431,000 p/a",Major League Soccer,3143,2046,2,6.92,6.72,6.94,7.52,0.58,2.26,0.14,0.26,1.52,1.17,12.0,0.77,0.1,0.09,0.03,53.0,2.29,0.0,1.12,0.03,0.09,17.0,0.97,9.25,8.76,11.68,3.29,6.16,0.11,1.23,0.4,1.46,1.86
r-2002339978,Erik Báez,Defensive Midfielder,29,Columbus,"£1,086,000 p/a",Major League Soccer,3426,2045,2,6.83,8.16,6.86,6.93,0.07,4.36,0.03,0.45,0.03,1.31,33.0,0.08,0.01,0.03,0.03,50.0,1.94,0.29,0.11,0.29,0.03,50.0,0.11,3.76,9.59,3.49,1.18,5.6,0.26,0.0,0.03,0.18,1.26
r-2002339978,Erik Báez,Defensive Midfielder,30,Columbus,"£1,086,000 p/a",Major League Soccer,3630,2046,2,6.89,5.7,6.86,6.93,0.07,3.72,0.02,0.47,0.0,1.19,0.0,0.05,0.01,0.01,0.02,44.0,1.83,0.17,0.07,0.3,0.01,0.0,0.07,3.45,9.4,3.3,1.04,5.43,0.37,0.02,0.1,0.17,1.41
r-2002338364,Alex Yearslet,Defensive Midfielder,26,D.C. United,"£299,000 p/a",Major League Soccer,2727,2045,2,7.08,7.89,6.89,4.47,-2.42,5.31,0.1,0.5,2.1,0.83,14.0,0.69,0.09,0.12,0.13,58.0,1.98,0.66,0.86,0.26,0.12,56.0,0.63,8.32,10.46,9.24,2.84,7.46,0.43,1.02,0.69,1.52,2.64
r-2002338364,Alex Yearslet,Defensive Midfielder,27,Seattle,"£299,000 p/a",Major League Soccer,450,2046,2,6.7,1.06,6.89,4.47,-2.42,8.4,0.2,1.2,0.2,0.8,0.0,0.8,0.05,0.02,0.0,52.0,1.0,1.6,0.4,0.0,0.02,0.0,0.4,12.2,10.0,13.4,3.4,4.0,0.8,0.2,0.2,0.6,3.6
r-2002244353,Kjartan Gíslason,Defensive Midfielder,26,Nashville,"£449,000 p/a",Major League Soccer,2797,2045,1,6.8,7.82,6.8,7.82,1.02,4.47,0.13,0.26,0.63,0.93,33.0,0.32,0.06,0.1,0.16,58.0,1.32,0.39,0.71,0.13,0.1,67.0,0.71,7.59,8.98,10.23,3.06,4.7,0.1,0.19,0.35,0.93,1.74
r-2002140252,Jeyson Otálvaro,Defensive Midfielder,32,Houston,"£441,000 p/a",Major League Soccer,2809,2045,2,6.87,7.82,6.9,6.06,-0.84,5.19,0.13,0.45,0.71,0.51,16.0,0.61,0.17,0.2,0.19,59.0,1.41,0.54,0.83,0.0,0.12,18.0,0.83,8.59,9.52,10.51,2.98,4.74,0.22,0.48,0.48,1.19,1.54
r-2002140252,Jeyson Otálvaro,Defensive Midfielder,33,San Jose,"£441,000 p/a",Major League Soccer,1603,2046,2,6.93,4.31,6.9,6.06,-0.84,4.32,0.11,0.39,0.5,0.51,11.0,0.67,0.11,0.05,0.0,78.0,1.52,0.51,1.24,0.06,0.05,100.0,1.18,7.92,11.57,10.33,3.42,9.04,0.28,0.79,0.22,0.95,2.41
r-2002153057,Osvaldo Quintana,Defensive Midfielder,27,Vancouver,"£266,000 p/a",Major League Soccer,3115,2045,2,6.83,7.71,6.77,6.8,0.03,3.84,0.06,0.72,0.99,1.39,27.0,0.58,0.07,0.02,0.0,35.0,2.48,0.14,0.92,0.29,0.02,50.0,0.52,8.61,12.19,5.84,1.99,5.75,0.26,0.06,0.14,0.23,2.43
r-2002153057,Osvaldo Quintana,Defensive Midfielder,28,Vancouver,"£413,000 p/a",Major League Soccer,2669,2046,2,6.71,5.88,6.77,6.8,0.03,3.95,0.03,0.54,1.27,1.89,12.0,0.64,0.07,0.01,0.03,45.0,2.23,0.07,0.84,0.17,0.01,28.0,0.47,11.46,12.75,6.91,2.29,6.37,0.17,0.2,0.1,0.2,2.56
r-2002180684,Erik Campos,Defensive Midfielder,31,Orlando City,"£319,000 p/a",Major League Soccer,2662,2045,2,6.88,7.43,6.78,5.7,-1.08,3.92,0.07,0.41,0.16,0.57,33.0,0.27,0.07,0.05,0.03,59.0,1.62,0.3,0.64,0.07,0.05,33.0,0.64,7.27,8.93,12.27,3.48,4.19,0.3,0.17,0.27,0.68,2.2
r-2002180684,Erik Campos,Defensive Midfielder,32,Orlando City,"£319,000 p/a",Major League Soccer,1911,2046,2,6.67,3.97,6.78,5.7,-1.08,5.27,0.14,0.38,0.26,0.75,20.0,0.66,0.11,0.04,0.05,48.0,1.65,0.66,0.85,0.05,0.04,20.0,0.85,6.97,9.0,11.16,3.06,3.81,0.14,0.33,0.09,0.47,1.65
r-2002339964,Ezequiel Gauna,Defensive Midfielder,30,LAFC,"£1,034,000 p/a",Major League Soccer,3153,2045,2,6.96,7.35,6.97,6.7,-0.27,2.11,0.09,0.31,1.14,0.49,39.0,0.57,0.16,0.15,0.17,26.0,2.37,0.0,1.71,0.11,0.03,46.0,1.26,8.11,9.73,9.99,3.14,6.28,0.23,0.37,0.34,0.54,2.06
r-2002339964,Ezequiel Gauna,Defensive Midfielder,31,LAFC,"£1,034,000 p/a",Major League Soccer,3232,2046,2,6.98,6.06,6.97,6.7,-0.27,2.09,0.08,0.61,1.92,0.31,21.0,0.64,0.13,0.1,0.14,36.0,1.89,0.08,1.09,0.25,0.1,22.0,1.0,7.85,8.97,9.13,2.31,7.49,0.31,0.47,0.28,0.81,1.84
r-2002157732,Nebojša Stojanović,Defensive Midfielder,32,CF Montréal,"£2,376,000 p/a",Major League Soccer,3085,2045,2,6.69,7.18,6.81,6.54,-0.27,5.89,0.0,0.47,0.0,0.73,0.0,0.15,0.02,0.02,0.0,54.0,1.72,0.38,0.12,0.41,0.02,0.0,0.12,4.14,12.02,4.17,1.52,3.5,0.26,0.12,0.15,0.29,1.9
r-2002157732,Nebojša Stojanović,Defensive Midfielder,33,CF Montréal,"£2,376,000 p/a",Major League Soccer,3023,2046,2,6.93,5.9,6.81,6.54,-0.27,4.38,0.06,0.71,0.07,1.04,0.0,0.09,0.03,0.04,0.09,54.0,2.86,0.15,0.36,0.57,0.04,0.0,0.36,4.56,11.91,4.91,1.49,4.44,0.45,0.12,0.09,0.33,1.91
r-2002338895,Luca Giardino,Defensive Midfielder,27,Inter Miami,"£250,000 p/a",Major League Soccer,2814,2045,2,6.78,7.12,6.72,4.93,-1.79,2.37,0.22,0.26,0.38,0.54,25.0,0.51,0.14,0.07,0.03,51.0,1.66,0.1,1.79,0.06,0.07,103.0,0.83,7.42,8.76,9.59,2.49,5.41,0.1,1.02,0.32,1.09,2.14
r-2002338895,Luca Giardino,Defensive Midfielder,28,Sporting KC,"£250,000 p/a",Major League Soccer,1257,2046,2,6.67,2.74,6.72,4.93,-1.79,1.86,0.07,0.29,0.17,0.86,75.0,0.14,0.06,0.04,0.0,50.0,0.93,0.14,0.36,0.14,0.04,75.0,0.36,7.3,6.23,7.16,1.58,6.16,0.07,0.43,0.21,0.57,1.22
r-2002340184,Alexis Ortiz,Defensive Midfielder,28,Vancouver,"£228,000 p/a",Major League Soccer,2767,2045,2,6.96,7.12,6.93,6.66,-0.27,2.57,0.16,0.46,0.63,0.72,41.0,0.49,0.11,0.11,0.16,43.0,1.76,0.23,1.17,0.0,0.11,156.0,0.88,8.13,8.29,9.76,2.63,6.47,0.23,0.62,0.49,1.04,2.28
r-2002340184,Alexis Ortiz,Defensive Midfielder,29,Vancouver,"£228,000 p/a",Major League Soccer,3114,2046,2,6.9,6.19,6.93,6.66,-0.27,3.67,0.14,0.38,1.16,0.61,22.0,0.52,0.12,0.06,0.14,39.0,1.71,0.23,1.59,0.09,0.06,59.0,0.98,8.15,8.9,9.57,2.83,6.88,0.14,0.66,0.4,0.78,2.11
r-2002290786,Calum McGinley,Defensive Midfielder,23,Colorado,"£216,000 p/a",Major League Soccer,2121,2045,2,7.0,6.8,7.06,8.4,1.34,6.92,0.0,0.47,0.29,0.68,16.0,1.36,0.1,0.17,0.3,69.0,1.74,0.81,1.23,0.17,0.17,25.0,1.23,8.95,10.61,9.21,2.55,5.3,0.25,0.68,0.76,1.87,2.67
r-2002290786,Calum McGinley,Defensive Midfielder,24,Colorado,"£216,000 p/a",Major League Soccer,3458,2046,2,7.12,10.0,7.06,8.4,1.34,6.79,0.39,0.36,0.64,0.78,42.0,0.57,0.2,0.13,0.03,67.0,1.56,0.55,1.61,0.03,0.13,107.0,1.61,9.6,12.52,9.42,2.63,6.06,0.18,0.57,0.44,1.72,2.32
r-2002339896,Farshad Khaziravi,Defensive Midfielder,23,Minnesota,"£199,000 p/a",Major League Soccer,2933,2045,2,6.66,6.63,6.8,7.12,0.32,6.01,0.0,0.55,0.03,1.07,0.0,0.25,0.01,0.05,0.15,50.0,1.72,0.43,0.34,0.06,0.03,10.0,0.28,6.11,8.81,9.05,2.15,2.92,0.37,0.31,0.34,0.64,2.12
r-2002339896,Farshad Khaziravi,Defensive Midfielder,24,Houston,"£199,000 p/a",Major League Soccer,3131,2046,2,6.94,7.61,6.8,7.12,0.32,4.34,0.23,0.29,2.15,0.6,43.0,0.69,0.15,0.14,0.11,58.0,1.72,0.43,1.21,0.06,0.12,132.0,0.78,8.42,9.31,11.38,2.96,3.51,0.23,0.29,0.46,1.03,2.01
r-2002258595,Róbson,Defensive Midfielder,26,St. Louis CITY,"£235,000 p/a",Major League Soccer,2836,2045,1,6.8,6.61,6.8,6.61,-0.19,2.6,0.06,0.54,1.31,1.14,33.0,0.22,0.08,0.04,0.03,30.0,1.68,0.06,1.24,0.16,0.04,33.0,1.24,6.92,9.36,13.23,3.43,5.62,0.25,0.86,0.13,0.89,1.84
r-2002339971,Néstor Rodríguez,Defensive Midfielder,32,New England,"£322,000 p/a",Major League Soccer,3093,2045,2,6.73,6.51,6.73,4.91,-1.82,2.04,0.06,0.29,0.56,0.84,27.0,0.35,0.09,0.16,0.09,36.0,1.05,0.06,0.96,0.09,0.07,83.0,0.52,9.17,6.34,8.73,3.14,4.77,0.17,0.76,0.44,1.08,1.75
r-2002339971,Néstor Rodríguez,Defensive Midfielder,33,New England,"£322,000 p/a",Major League Soccer,2070,2046,2,6.73,3.31,6.73,4.91,-1.82,2.0,0.09,0.17,0.33,0.87,37.0,0.26,0.11,0.09,0.13,26.0,0.83,0.0,2.26,0.09,0.05,117.0,0.87,8.48,5.35,7.74,1.91,5.13,0.13,1.0,0.3,1.09,1.96
r-2002242689,Neil Washington,Defensive Midfielder,26,D.C. United,"£265,000 p/a",Major League Soccer,2963,2045,1,7.05,6.19,7.05,6.19,-0.86,1.97,0.21,0.36,1.0,0.58,20.0,0.67,0.17,0.11,0.09,17.0,1.91,0.03,1.34,0.06,0.11,21.0,1.34,10.72,8.05,11.15,3.19,9.6,0.12,0.7,0.27,1.0,1.64
r-2002355791,Wallace Godói,Defensive Midfielder,20,Nashville,"£299,000 p/a",Major League Soccer,2371,2045,2,7.04,6.1,7.1,6.82,-0.28,7.71,0.11,0.23,0.83,0.61,20.0,1.1,0.12,0.48,0.49,52.0,1.33,0.19,0.8,0.0,0.48,22.0,0.8,8.73,6.07,9.26,2.47,2.39,0.08,0.34,1.48,2.77,1.71
r-2002355791,Wallace Godói,Defensive Midfielder,21,Nashville,"£314,000 p/a",Major League Soccer,3077,2046,2,7.16,7.54,7.1,6.82,-0.28,7.63,0.15,0.32,0.92,0.67,35.0,1.2,0.17,0.34,0.44,57.0,1.4,0.26,0.76,0.09,0.34,121.0,0.73,11.17,7.17,10.12,2.69,3.57,0.23,0.35,1.05,2.31,2.08
